DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/23 5:25:31,26,17.93,513,121,OFF,0
2/23 5:25:32,26,18.52,514,124,OFF,0
2/23 5:25:33,26,18.52,517,132,OFF,0
2/23 5:25:34,26,18.22,517,132,OFF,0
2/23 5:25:35,26,18.52,517,130,OFF,0
2/23 5:25:36,26,18.52,514,127,OFF,0
2/23 5:25:37,26,18.52,513,121,OFF,0
2/23 5:25:38,26,18.22,512,254,OFF,0
2/23 5:25:39,26,18.22,517,124,OFF,0
2/23 5:25:41,26,18.22,516,189,OFF,0
2/23 5:25:42,26,18.22,516,122,OFF,0
2/23 5:25:43,26,18.22,517,125,OFF,0
2/23 5:25:44,26,18.22,514,204,OFF,0
2/23 5:25:45,26,18.22,515,189,OFF,0
2/23 5:25:46,26,18.22,512,123,OFF,0
2/23 5:25:47,26,18.22,513,119,OFF,0
2/23 5:25:48,26,18.52,517,122,OFF,0
2/23 5:25:49,26,18.22,513,172,OFF,0
2/23 5:25:50,26,18.22,515,179,OFF,0
2/23 5:25:51,26,18.22,516,135,OFF,0
2/23 5:25:52,26,18.52,514,188,OFF,0
2/23 5:25:53,26,18.22,515,157,OFF,0
2/23 5:25:54,26,18.22,511,123,OFF,0
2/23 5:25:55,26,18.22,514,137,OFF,0
2/23 5:25:56,26,18.52,510,115,OFF,0
2/23 5:25:57,26,18.52,516,262,OFF,0
2/23 5:25:58,26,18.52,512,179,OFF,0
2/23 5:25:59,26,18.22,518,125,OFF,0
2/23 5:26:0,26,18.52,515,174,OFF,0
2/23 5:26:1,26,18.52,514,189,OFF,0
2/23 5:26:2,26,17.93,517,116,OFF,0
2/23 5:26:3,26,18.52,513,176,OFF,0
2/23 5:26:4,26,18.22,513,172,OFF,0
2/23 5:26:5,26,17.93,518,126,OFF,0
2/23 5:26:6,26,18.52,517,128,OFF,0
2/23 5:26:7,26,18.81,512,118,OFF,0
2/23 5:26:8,26,18.22,515,129,OFF,0
2/23 5:26:9,26,18.22,515,118,OFF,0
2/23 5:26:10,26,18.52,512,118,OFF,0
2/23 5:26:11,26,18.22,512,117,OFF,0
2/23 5:26:12,26,18.81,515,213,OFF,0
2/23 5:26:13,26,18.22,512,171,OFF,0
2/23 5:26:14,26,18.22,512,259,OFF,0
2/23 5:26:15,26,18.52,515,131,OFF,0
2/23 5:26:16,26,18.22,514,127,OFF,0
2/23 5:26:17,26,17.93,516,121,OFF,0
2/23 5:26:18,26,18.22,511,125,OFF,0
2/23 5:26:18,26,18.22,511,125,OFF,0
2/23 5:26:20,26,18.52,513,266,OFF,0
2/23 5:26:21,26,18.52,515,178,OFF,0
2/23 5:26:22,26,18.52,515,145,OFF,0
2/23 5:26:23,26,18.22,515,122,OFF,0
2/23 5:26:24,26,18.22,515,182,OFF,0
2/23 5:26:25,26,18.22,513,144,OFF,0
2/23 5:26:26,26,18.22,511,165,OFF,0
2/23 5:26:27,26,18.22,521,117,OFF,0
2/23 5:26:28,26,18.22,516,120,OFF,0
2/23 5:26:29,26,18.22,515,121,OFF,0
2/23 5:26:30,26,18.22,514,167,OFF,0
2/23 5:26:31,26,18.22,512,118,OFF,0
2/23 5:26:32,26,18.52,515,249,OFF,0
2/23 5:26:33,26,18.22,514,151,OFF,0
2/23 5:26:34,26,18.52,516,189,OFF,0
